cntabb,test,year,n_res,subject,grade
ENG,TIMSS,2015,National,math,8
ENG,TIMSS,2015,National,science,4
ENG,TIMSS,2015,National,science,8
ENG,PIRLS,2016,National,reading,4
ERI,MLA,2000,National,math,4
ERI,MLA,2000,National,reading,4
ESP,PISA,2000,National,math,8
ESP,PISA,2000,National,reading,8
ESP,PISA,2000,National,science,8
ESP,PISA,2003,National,math,8
ESP,PISA,2003,National,reading,8
ESP,PISA,2003,National,science,8
ESP,PIRLS,2006,National,reading,4
ESP,PISA,2006,National,math,8
ESP,PISA,2006,National,reading,8
ESP,PISA,2006,National,science,8
ESP,PISA,2009,National,math,8
ESP,PISA,2009,National,reading,8
ESP,PISA,2009,National,science,8
ESP,PIRLS,2011,National,reading,4
ESP,TIMSS,2011,National,math,4
ESP,TIMSS,2011,National,science,4
ESP,PISA,2012,National,math,8
ESP,PISA,2012,National,reading,8
ESP,PISA,2012,National,science,8
ESP,PISA,2015,National,math,8
ESP,PISA,2015,National,reading,8
ESP,PISA,2015,National,science,8
ESP,TIMSS,2015,National,math,4
ESP,TIMSS,2015,National,science,4
ESP,PIRLS,2016,National,reading,4
ESP,PISA,2018,National,math,8
ESP,PISA,2018,National,science,8
EST,TIMSS,2003,National,math,8
EST,TIMSS,2003,National,science,8
EST,PISA,2006,National,math,8
EST,PISA,2006,National,reading,8
EST,PISA,2006,National,science,8
EST,PISA,2009,National,math,8
EST,PISA,2009,National,reading,8
EST,PISA,2009,National,science,8
EST,PISA,2012,National,math,8
EST,PISA,2012,National,reading,8
EST,PISA,2012,National,science,8
EST,PISA,2015,National,math,8
EST,PISA,2015,National,reading,8
EST,PISA,2015,National,science,8
EST,PISA,2018,National,math,8
EST,PISA,2018,National,reading,8
EST,PISA,2018,National,science,8
ETH,EGRA,2010,Non National,reading,2-4
ETH,EGRA,2018,Non National,reading,2-4
FIN,PISA,2000,National,math,8
FIN,PISA,2000,National,reading,8
FIN,PISA,2000,National,science,8
FIN,PISA,2003,National,math,8
FIN,PISA,2003,National,reading,8
FIN,PISA,2003,National,science,8
FIN,PISA,2006,National,math,8
FIN,PISA,2006,National,reading,8
FIN,PISA,2006,National,science,8
FIN,PISA,2009,National,math,8
FIN,PISA,2009,National,reading,8
FIN,PISA,2009,National,science,8
FIN,PIRLS,2011,National,reading,4
FIN,TIMSS,2011,National,math,4
FIN,TIMSS,2011,National,math,8
FIN,TIMSS,2011,National,science,4
FIN,TIMSS,2011,National,science,8
FIN,PISA,2012,National,math,8
FIN,PISA,2012,National,reading,8
FIN,PISA,2012,National,science,8
FIN,PISA,2015,National,math,8
FIN,PISA,2015,National,reading,8
FIN,PISA,2015,National,science,8
FIN,TIMSS,2015,National,math,4
FIN,TIMSS,2015,National,science,4
FIN,PIRLS,2016,National,reading,4
FIN,PISA,2018,National,math,8
FIN,PISA,2018,National,reading,8
FIN,PISA,2018,National,science,8
FJI,PILNA,2018,National,reading,4
FRA,PISA,2000,National,math,8
FRA,PISA,2000,National,reading,8
FRA,PISA,2000,National,science,8
FRA,PIRLS,2001,National,reading,4
FRA,PISA,2003,National,math,8
FRA,PISA,2003,National,reading,8
FRA,PISA,2003,National,science,8
FRA,PIRLS,2006,National,reading,4
FRA,PISA,2006,National,math,8
FRA,PISA,2006,National,reading,8
FRA,PISA,2006,National,science,8
FRA,PISA,2009,National,math,8
FRA,PISA,2009,National,reading,8
FRA,PISA,2009,National,science,8
FRA,PIRLS,2011,National,reading,4
FRA,PISA,2012,National,math,8
FRA,PISA,2012,National,reading,8
FRA,PISA,2012,National,science,8
FRA,PISA,2015,National,math,8
FRA,PISA,2015,National,reading,8
FRA,PISA,2015,National,science,8
FRA,TIMSS,2015,National,math,4
FRA,TIMSS,2015,National,science,4
FRA,PIRLS,2016,National,reading,4
FRA,PISA,2018,National,math,8
FRA,PISA,2018,National,reading,8
FRA,PISA,2018,National,science,8
FSM,PILNA,2015,National,reading,4
FSM,PILNA,2018,National,reading,4
GAB,PASEC,2006,National,math,5
GAB,PASEC,2006,National,reading,5
GBR,PISA,2000,National,math,8
GBR,PISA,2000,National,reading,8
GBR,PISA,2000,National,science,8
GBR,PISA,2003,National,math,8
GBR,PISA,2003,National,reading,8
GBR,PISA,2003,National,science,8
GBR,PISA,2006,National,math,8
GBR,PISA,2006,National,reading,8
GBR,PISA,2006,National,science,8
GBR,PISA,2009,National,math,8
GBR,PISA,2009,National,reading,8
GBR,PISA,2009,National,science,8
GBR,PISA,2012,National,math,8
GBR,PISA,2012,National,reading,8
GBR,PISA,2012,National,science,8
GBR,PISA,2015,National,math,8
GBR,PISA,2015,National,reading,8
GBR,PISA,2015,National,science,8
GBR,PISA,2018,National,math,8
GBR,PISA,2018,National,reading,8
GBR,PISA,2018,National,science,8
GEO,PIRLS,2006,National,reading,4
GEO,TIMSS,2007,National,math,4
GEO,TIMSS,2007,National,math,8
GEO,TIMSS,2007,National,science,4
GEO,TIMSS,2007,National,science,8
GEO,PISA,2009,National,math,8
GEO,PISA,2009,National,reading,8
GEO,PISA,2009,National,science,8
GEO,PIRLS,2011,National,reading,4
GEO,TIMSS,2011,National,math,4
GEO,TIMSS,2011,National,math,8
GEO,TIMSS,2011,National,science,4
GEO,TIMSS,2011,National,science,8
GEO,PISA,2015,National,math,8
GEO,PISA,2015,National,reading,8
GEO,PISA,2015,National,science,8
GEO,TIMSS,2015,National,math,4
GEO,TIMSS,2015,National,math,8
GEO,TIMSS,2015,National,science,4
GEO,TIMSS,2015,National,science,8
GEO,PIRLS,2016,National,reading,4
GEO,PISA,2018,National,math,8
GEO,PISA,2018,National,reading,8
GEO,PISA,2018,National,science,8
GHA,TIMSS,2003,National,math,8
GHA,TIMSS,2003,National,science,8
GHA,TIMSS,2007,National,math,8
GHA,TIMSS,2007,National,science,8
GHA,TIMSS,2011,National,math,8
GHA,TIMSS,2011,National,science,8
GHA,EGRA,2013,National,reading,2-4
GIN,PASEC,2006,National,math,5
GIN,PASEC,2006,National,reading,5
GMB,MLA,2000,National,math,4
GMB,MLA,2000,National,reading,4
GMB,EGRA,2007,National,reading,2-4
GMB,EGRA,2009,National,reading,2-4
GMB,EGRA,2011,National,reading,2-4
GMB,EGRA,2013,National,reading,2-4
GMB,EGRA,2016,National,reading,2-4
GRC,PISA,2000,National,math,8
GRC,PISA,2000,National,reading,8
GRC,PISA,2000,National,science,8
GRC,PIRLS,2001,National,reading,4
GRC,PISA,2003,National,math,8
GRC,PISA,2003,National,reading,8
GRC,PISA,2003,National,science,8
GRC,PISA,2006,National,math,8
GRC,PISA,2006,National,reading,8
GRC,PISA,2006,National,science,8
GRC,PISA,2009,National,math,8
GRC,PISA,2009,National,reading,8
GRC,PISA,2009,National,science,8
GRC,PISA,2012,National,math,8
GRC,PISA,2012,National,reading,8
GRC,PISA,2012,National,science,8
GRC,PISA,2015,National,math,8
GRC,PISA,2015,National,reading,8
GRC,PISA,2015,National,science,8
GRC,PISA,2018,National,math,8
GRC,PISA,2018,National,reading,8
GRC,PISA,2018,National,science,8
GRD,EGRA,2016,National,reading,2-4
GRD,EGRA,2018,National,reading,2-4
GTM,LLECE,2006,National,math,3
GTM,LLECE,2006,National,math,6
GTM,LLECE,2006,National,reading,3
GTM,LLECE,2006,National,reading,6
GTM,LLECE,2013,National,math,3
GTM,LLECE,2013,National,math,6
GTM,LLECE,2013,National,reading,3
GTM,LLECE,2013,National,reading,6
GTM,LLECE,2013,National,science,6
GTM,PISA,2017,National,math,8
GTM,PISA,2017,National,reading,8
GTM,PISA,2017,National,science,8
GUY,EGRA,2008,National,reading,2-4
HKG,PISA,2000,National,math,8
HKG,PISA,2000,National,reading,8
HKG,PISA,2000,National,science,8
HKG,PIRLS,2001,National,reading,4
HKG,PISA,2003,National,math,8
HKG,PISA,2003,National,reading,8
HKG,PISA,2003,National,science,8
HKG,TIMSS,2003,National,math,4
HKG,TIMSS,2003,National,math,8
HKG,TIMSS,2003,National,science,4
HKG,TIMSS,2003,National,science,8
HKG,PIRLS,2006,National,reading,4
HKG,PISA,2006,National,math,8
HKG,PISA,2006,National,reading,8
HKG,PISA,2006,National,science,8
HKG,TIMSS,2007,National,math,4
HKG,TIMSS,2007,National,math,8
HKG,TIMSS,2007,National,science,4
HKG,TIMSS,2007,National,science,8
HKG,PISA,2009,National,math,8
HKG,PISA,2009,National,reading,8
HKG,PISA,2009,National,science,8
HKG,PIRLS,2011,National,reading,4
HKG,TIMSS,2011,National,math,4
HKG,TIMSS,2011,National,math,8
HKG,TIMSS,2011,National,science,4
HKG,TIMSS,2011,National,science,8
HKG,PISA,2012,National,math,8
HKG,PISA,2012,National,reading,8
HKG,PISA,2012,National,science,8
HKG,PISA,2015,National,math,8
HKG,PISA,2015,National,reading,8
HKG,PISA,2015,National,science,8
HKG,TIMSS,2015,National,math,4
HKG,TIMSS,2015,National,math,8
HKG,TIMSS,2015,National,science,4
HKG,TIMSS,2015,National,science,8
HKG,PIRLS,2016,National,reading,4
HKG,PISA,2018,National,math,8
HKG,PISA,2018,National,reading,8
HKG,PISA,2018,National,science,8
HND,EGRA,2008,National,reading,2-4
HND,PIRLS,2011,National,reading,6
HND,TIMSS,2011,National,math,6
HND,TIMSS,2011,National,math,9
HND,TIMSS,2011,National,science,6
HND,TIMSS,2011,National,science,9
HND,LLECE,2013,National,math,3
HND,LLECE,2013,National,math,6
HND,LLECE,2013,National,reading,3
HND,LLECE,2013,National,reading,6
HND,LLECE,2013,National,science,6
HND,PISA,2017,National,math,8
HND,PISA,2017,National,reading,8
HND,PISA,2017,National,science,8
HRV,MLA,2000,National,math,4
HRV,MLA,2000,National,reading,4
HRV,PISA,2006,National,math,8
HRV,PISA,2006,National,reading,8
HRV,PISA,2006,National,science,8
HRV,PISA,2009,National,math,8
HRV,PISA,2009,National,reading,8
HRV,PISA,2009,National,science,8
HRV,PIRLS,2011,National,reading,4
HRV,TIMSS,2011,National,math,4
HRV,TIMSS,2011,National,science,4
HRV,PISA,2012,National,math,8
HRV,PISA,2012,National,reading,8
HRV,PISA,2012,National,science,8
HRV,PISA,2015,National,math,8
HRV,PISA,2015,National,reading,8
HRV,PISA,2015,National,science,8
HRV,TIMSS,2015,National,math,4
HRV,TIMSS,2015,National,science,4
HRV,PISA,2018,National,math,8
HRV,PISA,2018,National,reading,8
HRV,PISA,2018,National,science,8
HTI,EGRA,2012,Non National,reading,2-4
HTI,EGRA,2013,Non National,reading,2-4
HTI,EGRA,2015,Non National,reading,2-4
HTI,EGRA,2016,National,reading,2-4
HUN,PISA,2000,National,math,8
HUN,PISA,2000,National,reading,8
HUN,PISA,2000,National,science,8
HUN,PIRLS,2001,National,reading,4
HUN,PISA,2003,National,math,8
HUN,PISA,2003,National,reading,8
HUN,PISA,2003,National,science,8
HUN,TIMSS,2003,National,math,4
HUN,TIMSS,2003,National,math,8
HUN,TIMSS,2003,National,science,4
HUN,TIMSS,2003,National,science,8
HUN,PIRLS,2006,National,reading,4
HUN,PISA,2006,National,math,8
HUN,PISA,2006,National,reading,8
HUN,PISA,2006,National,science,8
HUN,TIMSS,2007,National,math,4
HUN,TIMSS,2007,National,math,8
HUN,TIMSS,2007,National,science,4
HUN,TIMSS,2007,National,science,8
HUN,PISA,2009,National,math,8
HUN,PISA,2009,National,reading,8
HUN,PISA,2009,National,science,8
HUN,PIRLS,2011,National,reading,4
HUN,TIMSS,2011,National,math,4
HUN,TIMSS,2011,National,math,8
HUN,TIMSS,2011,National,science,4
HUN,TIMSS,2011,National,science,8
HUN,PISA,2012,National,math,8
HUN,PISA,2012,National,reading,8
HUN,PISA,2012,National,science,8
HUN,PISA,2015,National,math,8
HUN,PISA,2015,National,reading,8
HUN,PISA,2015,National,science,8
HUN,TIMSS,2015,National,math,4
HUN,TIMSS,2015,National,math,8
HUN,TIMSS,2015,National,science,4
HUN,TIMSS,2015,National,science,8
HUN,PIRLS,2016,National,reading,4
HUN,PISA,2018,National,math,8
HUN,PISA,2018,National,reading,8
HUN,PISA,2018,National,science,8
IDN,PISA,2000,National,math,8
IDN,PISA,2000,National,reading,8
IDN,PISA,2000,National,science,8
IDN,PISA,2003,National,math,8
IDN,PISA,2003,National,reading,8
IDN,PISA,2003,National,science,8
IDN,TIMSS,2003,National,math,8
IDN,TIMSS,2003,National,science,8
IDN,PIRLS,2006,National,reading,4
IDN,PISA,2006,National,math,8
IDN,PISA,2006,National,reading,8
IDN,PISA,2006,National,science,8
IDN,TIMSS,2007,National,math,8
IDN,TIMSS,2007,National,science,8
IDN,PISA,2009,National,math,8
IDN,PISA,2009,National,reading,8
IDN,PISA,2009,National,science,8
IDN,PIRLS,2011,National,reading,4
IDN,TIMSS,2011,National,math,8
IDN,TIMSS,2011,National,science,8
IDN,PISA,2012,National,math,8
IDN,PISA,2012,National,reading,8
IDN,PISA,2012,National,science,8
IDN,EGRA,2014,National,reading,2-4
IDN,PISA,2015,National,math,8
IDN,PISA,2015,National,reading,8
IDN,PISA,2015,National,science,8
IDN,TIMSS,2015,National,math,4
IDN,TIMSS,2015,National,science,4
IDN,PISA,2018,National,math,8
IDN,PISA,2018,National,reading,8
IDN,PISA,2018,National,science,8
IND,PISA,2009,National,math,8
IND,PISA,2009,National,reading,8
IND,PISA,2009,National,science,8
IRL,PISA,2000,National,math,8
IRL,PISA,2000,National,reading,8
IRL,PISA,2000,National,science,8
IRL,PISA,2003,National,math,8
IRL,PISA,2003,National,reading,8
IRL,PISA,2003,National,science,8
IRL,PISA,2006,National,math,8
IRL,PISA,2006,National,reading,8
IRL,PISA,2006,National,science,8
IRL,PISA,2009,National,math,8
IRL,PISA,2009,National,reading,8
IRL,PISA,2009,National,science,8
IRL,PIRLS,2011,National,reading,4
IRL,TIMSS,2011,National,math,4
IRL,TIMSS,2011,National,science,4
IRL,PISA,2012,National,math,8
IRL,PISA,2012,National,reading,8
IRL,PISA,2012,National,science,8
IRL,PISA,2015,National,math,8
IRL,PISA,2015,National,reading,8
IRL,PISA,2015,National,science,8
IRL,TIMSS,2015,National,math,4
IRL,TIMSS,2015,National,math,8
IRL,TIMSS,2015,National,science,4
IRL,TIMSS,2015,National,science,8
IRL,PIRLS,2016,National,reading,4
IRL,PISA,2018,National,math,8
IRL,PISA,2018,National,reading,8
IRL,PISA,2018,National,science,8
IRN,PIRLS,2001,National,reading,4
IRN,TIMSS,2003,National,math,4
IRN,TIMSS,2003,National,math,8
IRN,TIMSS,2003,National,science,4
IRN,TIMSS,2003,National,science,8
IRN,PIRLS,2006,National,reading,4
IRN,TIMSS,2007,National,math,4
IRN,TIMSS,2007,National,math,8
IRN,TIMSS,2007,National,science,4
IRN,TIMSS,2007,National,science,8
IRN,PIRLS,2011,National,reading,4
IRN,TIMSS,2011,National,math,4
IRN,TIMSS,2011,National,math,8
IRN,TIMSS,2011,National,science,4
IRN,TIMSS,2011,National,science,8
IRN,TIMSS,2015,National,math,4
IRN,TIMSS,2015,National,math,8
IRN,TIMSS,2015,National,science,4
IRN,TIMSS,2015,National,science,8
IRN,PIRLS,2016,National,reading,4
IRQ,EGRA,2012,Non National,reading,2-4
ISL,PISA,2000,National,math,8
ISL,PISA,2000,National,reading,8
ISL,PISA,2000,National,science,8
ISL,PIRLS,2001,National,reading,4
ISL,PISA,2003,National,math,8
ISL,PISA,2003,National,reading,8
ISL,PISA,2003,National,science,8
ISL,PIRLS,2006,National,reading,4
ISL,PISA,2006,National,math,8
ISL,PISA,2006,National,reading,8
ISL,PISA,2006,National,science,8
ISL,PISA,2009,National,math,8
ISL,PISA,2009,National,reading,8
ISL,PISA,2009,National,science,8
ISL,PISA,2012,National,math,8
ISL,PISA,2012,National,reading,8
ISL,PISA,2012,National,science,8
ISL,PISA,2015,National,math,8
ISL,PISA,2015,National,reading,8
ISL,PISA,2015,National,science,8
ISL,PISA,2018,National,math,8
ISL,PISA,2018,National,reading,8
ISL,PISA,2018,National,science,8
ISR,PISA,2000,National,math,8
ISR,PISA,2000,National,reading,8
ISR,PISA,2000,National,science,8
ISR,PIRLS,2001,National,reading,4
ISR,TIMSS,2003,National,math,8
ISR,TIMSS,2003,National,science,8
ISR,PIRLS,2006,National,reading,4
ISR,PISA,2006,National,math,8
ISR,PISA,2006,National,reading,8
ISR,PISA,2006,National,science,8
ISR,TIMSS,2007,National,math,8
ISR,TIMSS,2007,National,science,8
ISR,PISA,2009,National,math,8
ISR,PISA,2009,National,reading,8
ISR,PISA,2009,National,science,8
ISR,PIRLS,2011,National,reading,4
ISR,TIMSS,2011,National,math,8
ISR,TIMSS,2011,National,science,8
ISR,PISA,2012,National,math,8
ISR,PISA,2012,National,reading,8
ISR,PISA,2012,National,science,8
ISR,PISA,2015,National,math,8
ISR,PISA,2015,National,reading,8
ISR,PISA,2015,National,science,8
ISR,TIMSS,2015,National,math,8
ISR,TIMSS,2015,National,science,8
ISR,PIRLS,2016,National,reading,4
ISR,PISA,2018,National,math,8
ISR,PISA,2018,National,reading,8
ISR,PISA,2018,National,science,8
ITA,PISA,2000,National,math,8
ITA,PISA,2000,National,reading,8
ITA,PISA,2000,National,science,8
ITA,PIRLS,2001,National,reading,4
ITA,PISA,2003,National,math,8
ITA,PISA,2003,National,reading,8
ITA,PISA,2003,National,science,8
ITA,TIMSS,2003,National,math,4
ITA,TIMSS,2003,National,math,8
ITA,TIMSS,2003,National,science,4
ITA,TIMSS,2003,National,science,8
ITA,PIRLS,2006,National,reading,4
ITA,PISA,2006,National,math,8
ITA,PISA,2006,National,reading,8
ITA,PISA,2006,National,science,8
ITA,TIMSS,2007,National,math,4
ITA,TIMSS,2007,National,math,8
ITA,TIMSS,2007,National,science,4
ITA,TIMSS,2007,National,science,8
ITA,PISA,2009,National,math,8
ITA,PISA,2009,National,reading,8
ITA,PISA,2009,National,science,8
ITA,PIRLS,2011,National,reading,4
ITA,TIMSS,2011,National,math,4
ITA,TIMSS,2011,National,math,8
ITA,TIMSS,2011,National,science,4
ITA,TIMSS,2011,National,science,8
ITA,PISA,2012,National,math,8
ITA,PISA,2012,National,reading,8
ITA,PISA,2012,National,science,8
ITA,PISA,2015,National,math,8
ITA,PISA,2015,National,reading,8
ITA,PISA,2015,National,science,8
ITA,TIMSS,2015,National,math,4
ITA,TIMSS,2015,National,math,8
ITA,TIMSS,2015,National,science,4
ITA,TIMSS,2015,National,science,8
ITA,PIRLS,2016,National,reading,4
ITA,PISA,2018,National,math,8
ITA,PISA,2018,National,reading,8
ITA,PISA,2018,National,science,8
JAM,EGRA,2014,Non National,reading,2-4
JOR,MLA,2000,National,math,4
JOR,MLA,2000,National,reading,4
JOR,TIMSS,2003,National,math,8
JOR,TIMSS,2003,National,science,8
JOR,PISA,2006,National,math,8
JOR,PISA,2006,National,reading,8
JOR,PISA,2006,National,science,8
JOR,TIMSS,2007,National,math,8
JOR,TIMSS,2007,National,science,8
JOR,PISA,2009,National,math,8
JOR,PISA,2009,National,reading,8
JOR,PISA,2009,National,science,8
JOR,TIMSS,2011,National,math,8
JOR,TIMSS,2011,National,science,8
JOR,EGRA,2012,National,reading,2-4
JOR,PISA,2012,National,math,8
JOR,PISA,2012,National,reading,8
JOR,PISA,2012,National,science,8
JOR,EGRA,2014,National,reading,2-4
JOR,PISA,2015,National,math,8
JOR,PISA,2015,National,reading,8
JOR,PISA,2015,National,science,8
JOR,TIMSS,2015,National,math,4
JOR,TIMSS,2015,National,math,8
JOR,TIMSS,2015,National,science,8
JOR,PISA,2018,National,math,8
JOR,PISA,2018,National,reading,8
JOR,PISA,2018,National,science,8
JPN,PISA,2000,National,math,8
JPN,PISA,2000,National,reading,8
JPN,PISA,2000,National,science,8
JPN,PISA,2003,National,math,8
JPN,PISA,2003,National,reading,8
JPN,PISA,2003,National,science,8
JPN,TIMSS,2003,National,math,4
JPN,TIMSS,2003,National,math,8
JPN,TIMSS,2003,National,science,4
JPN,TIMSS,2003,National,science,8
JPN,PISA,2006,National,math,8
JPN,PISA,2006,National,reading,8
JPN,PISA,2006,National,science,8
JPN,TIMSS,2007,National,math,4
JPN,TIMSS,2007,National,math,8
JPN,TIMSS,2007,National,science,4
JPN,TIMSS,2007,National,science,8
JPN,PISA,2009,National,math,8
JPN,PISA,2009,National,reading,8
JPN,PISA,2009,National,science,8
JPN,TIMSS,2011,National,math,4
JPN,TIMSS,2011,National,math,8
JPN,TIMSS,2011,National,science,4
JPN,TIMSS,2011,National,science,8
JPN,PISA,2012,National,math,8
JPN,PISA,2012,National,reading,8
JPN,PISA,2012,National,science,8
JPN,PISA,2015,National,math,8
JPN,PISA,2015,National,reading,8
JPN,PISA,2015,National,science,8
JPN,TIMSS,2015,National,math,4
JPN,TIMSS,2015,National,math,8
JPN,TIMSS,2015,National,science,4
JPN,TIMSS,2015,National,science,8
JPN,PISA,2018,National,math,8
JPN,PISA,2018,National,reading,8
JPN,PISA,2018,National,science,8
KAZ,MLA,2000,National,math,4
KAZ,MLA,2000,National,reading,4
KAZ,TIMSS,2007,National,math,4
KAZ,TIMSS,2007,National,science,4
KAZ,PISA,2009,National,math,8
KAZ,PISA,2009,National,reading,8
KAZ,PISA,2009,National,science,8
KAZ,TIMSS,2011,National,math,4
KAZ,TIMSS,2011,National,math,8
KAZ,TIMSS,2011,National,science,4
KAZ,TIMSS,2011,National,science,8
KAZ,PISA,2012,National,math,8
KAZ,PISA,2012,National,reading,8
KAZ,PISA,2012,National,science,8
KAZ,TIMSS,2015,National,math,4
KAZ,TIMSS,2015,National,math,8
KAZ,TIMSS,2015,National,science,4
KAZ,TIMSS,2015,National,science,8
KAZ,PIRLS,2016,National,reading,4
KAZ,PISA,2018,National,math,8
KAZ,PISA,2018,National,reading,8
KAZ,PISA,2018,National,science,8
KEN,SACMEQ,2000,National,math,6
KEN,SACMEQ,2000,National,reading,6
KEN,SACMEQ,2007,National,math,6
KEN,SACMEQ,2007,National,reading,6
KEN,EGRA,2012,Non National,reading,2-4
KEN,EGRA,2013,Non National,reading,2-4
KEN,SACMEQ,2013,National,math,6
KEN,SACMEQ,2013,National,reading,6
KGZ,PISA,2006,National,math,8
KGZ,PISA,2006,National,reading,8
KGZ,PISA,2006,National,science,8
KGZ,PISA,2009,National,math,8
KGZ,PISA,2009,National,reading,8
KGZ,PISA,2009,National,science,8
KGZ,EGRA,2017,National,reading,2-4
KHM,EGRA,2010,National,reading,2-4
KHM,EGRA,2012,National,reading,2-4
KHM,PISA,2017,National,math,8
KHM,PISA,2017,National,reading,8
KHM,PISA,2017,National,science,8
KIR,PILNA,2015,National,reading,4
KIR,EGRA,2016,National,reading,2-4
KIR,PILNA,2018,National,reading,4
KNA,EGRA,2016,National,reading,2-4
KNA,EGRA,2018,National,reading,2-4
KOR,PISA,2000,National,math,8
KOR,PISA,2000,National,reading,8
KOR,PISA,2000,National,science,8
KOR,PISA,2003,National,math,8
KOR,PISA,2003,National,reading,8
KOR,PISA,2003,National,science,8
KOR,TIMSS,2003,National,math,8
KOR,TIMSS,2003,National,science,8
KOR,PISA,2006,National,math,8
KOR,PISA,2006,National,reading,8
KOR,PISA,2006,National,science,8
KOR,TIMSS,2007,National,math,8
KOR,TIMSS,2007,National,science,8
KOR,PISA,2009,National,math,8
KOR,PISA,2009,National,reading,8
KOR,PISA,2009,National,science,8
KOR,TIMSS,2011,National,math,4
KOR,TIMSS,2011,National,math,8
KOR,TIMSS,2011,National,science,4
KOR,TIMSS,2011,National,science,8
KOR,PISA,2012,National,math,8
KOR,PISA,2012,National,reading,8
KOR,PISA,2012,National,science,8
KOR,PISA,2015,National,math,8
KOR,PISA,2015,National,reading,8
KOR,PISA,2015,National,science,8
KOR,TIMSS,2015,National,math,4
KOR,TIMSS,2015,National,math,8
