cntabb,test,year,n_res,subject,grade
KOR,TIMSS,2015,National,science,4
KOR,TIMSS,2015,National,science,8
KOR,PISA,2018,National,math,8
KOR,PISA,2018,National,reading,8
KOR,PISA,2018,National,science,8
KWT,PIRLS,2001,National,reading,4
KWT,PIRLS,2006,National,reading,4
KWT,TIMSS,2007,National,math,4
KWT,TIMSS,2007,National,math,8
KWT,TIMSS,2007,National,science,4
KWT,TIMSS,2007,National,science,8
KWT,PIRLS,2011,National,reading,6
KWT,TIMSS,2011,National,math,4
KWT,TIMSS,2011,National,science,4
KWT,TIMSS,2015,National,math,4
KWT,TIMSS,2015,National,math,8
KWT,TIMSS,2015,National,science,4
KWT,TIMSS,2015,National,science,8
KWT,PIRLS,2016,National,reading,4
LAO,EGRA,2012,Non National,reading,2-4
LBN,TIMSS,2003,National,math,8
LBN,TIMSS,2003,National,science,8
LBN,TIMSS,2007,National,math,8
LBN,TIMSS,2007,National,science,8
LBN,TIMSS,2011,National,math,8
LBN,TIMSS,2011,National,science,8
LBN,PISA,2015,National,math,8
LBN,PISA,2015,National,reading,8
LBN,PISA,2015,National,science,8
LBN,TIMSS,2015,National,math,8
LBN,TIMSS,2015,National,science,8
LBN,PISA,2018,National,math,8
LBN,PISA,2018,National,reading,8
LBN,PISA,2018,National,science,8
LBR,MLA,2000,National,math,4
LBR,MLA,2000,National,reading,4
LBR,EGRA,2011,Non National,reading,2-4
LBR,EGRA,2013,Non National,reading,2-4
LCA,EGRA,2016,National,reading,2-4
LCA,EGRA,2018,National,reading,2-4
LIE,PISA,2000,National,math,8
LIE,PISA,2000,National,reading,8
LIE,PISA,2000,National,science,8
LIE,PISA,2003,National,math,8
LIE,PISA,2003,National,reading,8
LIE,PISA,2003,National,science,8
LIE,PISA,2006,National,math,8
LIE,PISA,2006,National,reading,8
LIE,PISA,2006,National,science,8
LIE,PISA,2009,National,math,8
LIE,PISA,2009,National,reading,8
LIE,PISA,2009,National,science,8
LIE,PISA,2012,National,math,8
LIE,PISA,2012,National,reading,8
LIE,PISA,2012,National,science,8
LKA,MLA,2000,National,math,4
LKA,MLA,2000,National,reading,4
LKA,National Assessment,2009,National,math,4
LSO,SACMEQ,2000,National,math,6
LSO,SACMEQ,2000,National,reading,6
LSO,SACMEQ,2007,National,math,6
LSO,SACMEQ,2007,National,reading,6
LSO,SACMEQ,2013,National,math,6
LSO,SACMEQ,2013,National,reading,6
LTU,PIRLS,2001,National,reading,4
LTU,TIMSS,2003,National,math,4
LTU,TIMSS,2003,National,math,8
LTU,TIMSS,2003,National,science,4
LTU,TIMSS,2003,National,science,8
LTU,PIRLS,2006,National,reading,4
LTU,PISA,2006,National,math,8
LTU,PISA,2006,National,reading,8
LTU,PISA,2006,National,science,8
LTU,TIMSS,2007,National,math,4
LTU,TIMSS,2007,National,math,8
LTU,TIMSS,2007,National,science,4
LTU,TIMSS,2007,National,science,8
LTU,PISA,2009,National,math,8
LTU,PISA,2009,National,reading,8
LTU,PISA,2009,National,science,8
LTU,PIRLS,2011,National,reading,4
LTU,TIMSS,2011,National,math,4
LTU,TIMSS,2011,National,math,8
LTU,TIMSS,2011,National,science,4
LTU,TIMSS,2011,National,science,8
LTU,PISA,2012,National,math,8
LTU,PISA,2012,National,reading,8
LTU,PISA,2012,National,science,8
LTU,PISA,2015,National,math,8
LTU,PISA,2015,National,reading,8
LTU,PISA,2015,National,science,8
LTU,TIMSS,2015,National,math,4
LTU,TIMSS,2015,National,math,8
LTU,TIMSS,2015,National,science,4
LTU,TIMSS,2015,National,science,8
LTU,PIRLS,2016,National,reading,4
LTU,PISA,2018,National,math,8
LTU,PISA,2018,National,reading,8
LTU,PISA,2018,National,science,8
LUX,PISA,2000,National,math,8
LUX,PISA,2000,National,reading,8
LUX,PISA,2000,National,science,8
LUX,PISA,2003,National,math,8
LUX,PISA,2003,National,reading,8
LUX,PISA,2003,National,science,8
LUX,PIRLS,2006,National,reading,5
LUX,PISA,2006,National,math,8
LUX,PISA,2006,National,reading,8
LUX,PISA,2006,National,science,8
LUX,PISA,2009,National,math,8
LUX,PISA,2009,National,reading,8
LUX,PISA,2009,National,science,8
LUX,PISA,2012,National,math,8
LUX,PISA,2012,National,reading,8
LUX,PISA,2012,National,science,8
LUX,PISA,2015,National,math,8
LUX,PISA,2015,National,reading,8
LUX,PISA,2015,National,science,8
LUX,PISA,2018,National,math,8
LUX,PISA,2018,National,reading,8
LUX,PISA,2018,National,science,8
LVA,PISA,2000,National,math,8
LVA,PISA,2000,National,reading,8
LVA,PISA,2000,National,science,8
LVA,PIRLS,2001,National,reading,4
LVA,PISA,2003,National,math,8
LVA,PISA,2003,National,reading,8
LVA,PISA,2003,National,science,8
LVA,TIMSS,2003,National,math,4
LVA,TIMSS,2003,National,math,8
LVA,TIMSS,2003,National,science,4
LVA,TIMSS,2003,National,science,8
LVA,PIRLS,2006,National,reading,4
LVA,PISA,2006,National,math,8
LVA,PISA,2006,National,reading,8
LVA,PISA,2006,National,science,8
LVA,TIMSS,2007,National,math,4
LVA,TIMSS,2007,National,science,4
LVA,PISA,2009,National,math,8
LVA,PISA,2009,National,reading,8
LVA,PISA,2009,National,science,8
LVA,PISA,2012,National,math,8
LVA,PISA,2012,National,reading,8
LVA,PISA,2012,National,science,8
LVA,PISA,2015,National,math,8
LVA,PISA,2015,National,reading,8
LVA,PISA,2015,National,science,8
LVA,PIRLS,2016,National,reading,4
LVA,PISA,2018,National,math,8
LVA,PISA,2018,National,reading,8
LVA,PISA,2018,National,science,8
MAC,PISA,2003,National,math,8
MAC,PISA,2003,National,reading,8
MAC,PISA,2003,National,science,8
MAC,PISA,2006,National,math,8
MAC,PISA,2006,National,reading,8
MAC,PISA,2006,National,science,8
MAC,PISA,2009,National,math,8
MAC,PISA,2009,National,reading,8
MAC,PISA,2009,National,science,8
MAC,PISA,2012,National,math,8
MAC,PISA,2012,National,reading,8
MAC,PISA,2012,National,science,8
MAC,PISA,2015,National,math,8
MAC,PISA,2015,National,reading,8
MAC,PISA,2015,National,science,8
MAC,PIRLS,2016,National,reading,4
MAC,PISA,2018,National,math,8
MAC,PISA,2018,National,reading,8
MAC,PISA,2018,National,science,8
MAR,MLA,2000,National,math,4
MAR,MLA,2000,National,reading,4
MAR,PIRLS,2001,National,reading,4
MAR,TIMSS,2003,National,math,4
MAR,TIMSS,2003,National,math,8
MAR,TIMSS,2003,National,science,4
MAR,TIMSS,2003,National,science,8
MAR,PIRLS,2006,National,reading,4
MAR,TIMSS,2007,National,math,4
MAR,TIMSS,2007,National,math,8
MAR,TIMSS,2007,National,science,4
MAR,TIMSS,2007,National,science,8
MAR,EGRA,2011,Non National,reading,2-4
MAR,PIRLS,2011,National,reading,4
MAR,TIMSS,2011,National,math,4
MAR,TIMSS,2011,National,math,8
MAR,TIMSS,2011,National,science,4
MAR,TIMSS,2011,National,science,8
MAR,TIMSS,2015,National,math,4
MAR,TIMSS,2015,National,math,8
MAR,TIMSS,2015,National,science,4
MAR,TIMSS,2015,National,science,8
MAR,PIRLS,2016,National,reading,4
MAR,PISA,2018,National,math,8
MAR,PISA,2018,National,reading,8
MAR,PISA,2018,National,science,8
MDA,PIRLS,2001,National,reading,4
MDA,TIMSS,2003,National,math,4
MDA,TIMSS,2003,National,math,8
MDA,TIMSS,2003,National,science,4
MDA,TIMSS,2003,National,science,8
MDA,PIRLS,2006,National,reading,4
MDA,PISA,2009,National,math,8
MDA,PISA,2009,National,reading,8
MDA,PISA,2009,National,science,8
MDA,PISA,2015,National,math,8
MDA,PISA,2015,National,reading,8
MDA,PISA,2015,National,science,8
MDA,PISA,2018,National,math,8
MDA,PISA,2018,National,reading,8
MDA,PISA,2018,National,science,8
MDG,MLA,2000,National,math,4
MDG,MLA,2000,National,reading,4
MDG,PASEC,2006,National,math,5
MDG,PASEC,2006,National,reading,5
MDG,PASEC_2014,2015,National,math,5
MDG,PASEC_2014,2015,National,reading,5
MEX,PISA,2000,National,math,8
MEX,PISA,2000,National,reading,8
MEX,PISA,2000,National,science,8
MEX,PISA,2003,National,math,8
MEX,PISA,2003,National,reading,8
MEX,PISA,2003,National,science,8
MEX,LLECE,2006,National,math,3
MEX,LLECE,2006,National,math,6
MEX,LLECE,2006,National,reading,3
MEX,LLECE,2006,National,reading,6
MEX,PISA,2006,National,math,8
MEX,PISA,2006,National,reading,8
MEX,PISA,2006,National,science,8
MEX,PISA,2009,National,math,8
MEX,PISA,2009,National,reading,8
MEX,PISA,2009,National,science,8
MEX,PISA,2012,National,math,8
MEX,PISA,2012,National,reading,8
MEX,PISA,2012,National,science,8
MEX,LLECE,2013,National,math,3
MEX,LLECE,2013,National,math,6
MEX,LLECE,2013,National,reading,3
MEX,LLECE,2013,National,reading,6
MEX,LLECE,2013,National,science,6
MEX,PISA,2015,National,math,8
MEX,PISA,2015,National,reading,8
MEX,PISA,2015,National,science,8
MEX,PISA,2018,National,math,8
MEX,PISA,2018,National,reading,8
MEX,PISA,2018,National,science,8
MHL,PILNA,2015,National,reading,4
MHL,PILNA,2018,National,reading,4
MKD,PISA,2000,National,math,8
MKD,PISA,2000,National,reading,8
MKD,PISA,2000,National,science,8
MKD,PIRLS,2001,National,reading,4
MKD,TIMSS,2003,National,math,8
MKD,TIMSS,2003,National,science,8
MKD,PIRLS,2006,National,reading,4
MKD,TIMSS,2011,National,math,8
MKD,TIMSS,2011,National,science,8
MKD,EGRA,2015,National,reading,2-4
MKD,PISA,2015,National,math,8
MKD,PISA,2015,National,reading,8
MKD,PISA,2015,National,science,8
MKD,EGRA,2016,National,reading,2-4
MKD,PISA,2018,National,math,8
MKD,PISA,2018,National,reading,8
MKD,PISA,2018,National,science,8
MLI,MLA,2000,National,math,4
MLI,MLA,2000,National,reading,4
MLI,PASEC,2002,National,math,5
MLI,PASEC,2002,National,reading,5
MLI,EGRA,2009,Non National,reading,2-4
MLI,EGRA,2015,Non National,reading,2-4
MLT,TIMSS,2007,National,math,9
MLT,TIMSS,2007,National,science,9
MLT,PISA,2009,National,math,8
MLT,PISA,2009,National,reading,8
MLT,PISA,2009,National,science,8
MLT,PIRLS,2011,National,reading,5
MLT,TIMSS,2011,National,math,5
MLT,TIMSS,2011,National,science,5
MLT,PISA,2015,National,math,8
MLT,PISA,2015,National,reading,8
MLT,PISA,2015,National,science,8
MLT,TIMSS,2015,National,math,9
MLT,TIMSS,2015,National,science,9
MLT,PIRLS,2016,National,reading,5
MLT,PISA,2018,National,math,8
MLT,PISA,2018,National,reading,8
MLT,PISA,2018,National,science,8
MMR,EGRA,2014,Non National,reading,2-4
MMR,EGRA,2015,Non National,reading,2-4
MMR,EGRA,2016,Non National,reading,2-4
MNE,PISA,2006,National,math,8
MNE,PISA,2006,National,reading,8
MNE,PISA,2006,National,science,8
MNE,PISA,2009,National,math,8
MNE,PISA,2009,National,reading,8
MNE,PISA,2009,National,science,8
MNE,PISA,2012,National,math,8
MNE,PISA,2012,National,reading,8
MNE,PISA,2012,National,science,8
MNE,PISA,2015,National,math,8
MNE,PISA,2015,National,reading,8
MNE,PISA,2015,National,science,8
MNE,PISA,2018,National,math,8
MNE,PISA,2018,National,reading,8
MNE,PISA,2018,National,science,8
MNG,MLA,2000,National,math,4
MNG,MLA,2000,National,reading,4
MNG,TIMSS,2007,National,math,4
MNG,TIMSS,2007,National,math,8
MNG,TIMSS,2007,National,science,4
MNG,TIMSS,2007,National,science,8
MOZ,SACMEQ,2000,National,math,6
MOZ,SACMEQ,2000,National,reading,6
MOZ,SACMEQ,2007,National,math,6
MOZ,SACMEQ,2007,National,reading,6
MRT,PASEC,2004,National,math,5
MRT,PASEC,2004,National,reading,5
MUS,MLA,2000,National,math,4
MUS,MLA,2000,National,reading,4
MUS,SACMEQ,2000,National,math,6
MUS,SACMEQ,2000,National,reading,6
MUS,PASEC,2006,National,math,5
MUS,PASEC,2006,National,reading,5
MUS,SACMEQ,2007,National,math,6
MUS,SACMEQ,2007,National,reading,6
MUS,PISA,2009,National,math,8
MUS,PISA,2009,National,reading,8
MUS,PISA,2009,National,science,8
MUS,SACMEQ,2013,National,math,6
MUS,SACMEQ,2013,National,reading,6
MWI,MLA,2000,National,math,4
MWI,MLA,2000,National,reading,4
MWI,SACMEQ,2000,National,math,6
MWI,SACMEQ,2000,National,reading,6
MWI,SACMEQ,2007,National,math,6
MWI,SACMEQ,2007,National,reading,6
MWI,EGRA,2010,National,reading,2-4
MWI,EGRA,2011,National,reading,2-4
MWI,EGRA,2012,National,reading,2-4
MWI,SACMEQ,2013,National,math,6
MWI,SACMEQ,2013,National,reading,6
MYS,TIMSS,2003,National,math,8
MYS,TIMSS,2003,National,science,8
MYS,TIMSS,2007,National,math,8
MYS,TIMSS,2007,National,science,8
MYS,PISA,2009,National,math,8
MYS,PISA,2009,National,reading,8
MYS,PISA,2009,National,science,8
MYS,TIMSS,2011,National,math,8
MYS,TIMSS,2011,National,science,8
MYS,PISA,2012,National,math,8
MYS,PISA,2012,National,reading,8
MYS,PISA,2012,National,science,8
MYS,TIMSS,2015,National,math,8
MYS,TIMSS,2015,National,science,8
MYS,PISA,2018,National,math,8
MYS,PISA,2018,National,reading,8
MYS,PISA,2018,National,science,8
NAM,SACMEQ,2000,National,math,6
NAM,SACMEQ,2000,National,reading,6
NAM,SACMEQ,2007,National,math,6
NAM,SACMEQ,2007,National,reading,6
NAM,SACMEQ,2013,National,math,6
NAM,SACMEQ,2013,National,reading,6
NER,MLA,2000,National,math,4
NER,MLA,2000,National,reading,4
NER,PASEC,2002,National,math,5
NER,PASEC,2002,National,reading,5
NER,PASEC_2014,2014,National,math,6
NER,PASEC_2014,2014,National,reading,6
NGA,EGRA,2010,Non National,reading,2-4
NGA,EGRA,2014,Non National,reading,2-4
NIC,LLECE,2006,National,math,3
NIC,LLECE,2006,National,math,6
NIC,LLECE,2006,National,reading,3
NIC,LLECE,2006,National,reading,6
NIC,EGRA,2008,National,reading,2-4
NIC,LLECE,2013,National,math,3
NIC,LLECE,2013,National,math,6
NIC,LLECE,2013,National,reading,3
NIC,LLECE,2013,National,reading,6
NIC,LLECE,2013,National,science,6
NIR,PIRLS,2011,National,reading,4
NIR,TIMSS,2011,National,math,4
NIR,TIMSS,2011,National,science,4
NIR,TIMSS,2015,National,math,4
NIR,TIMSS,2015,National,science,4
NIR,PIRLS,2016,National,reading,4
NIU,PILNA,2015,National,reading,4
NIU,PILNA,2018,National,reading,4
NLD,PISA,2000,National,math,8
NLD,PISA,2000,National,reading,8
NLD,PISA,2000,National,science,8
NLD,PIRLS,2001,National,reading,4
NLD,PISA,2003,National,math,8
NLD,PISA,2003,National,reading,8
NLD,PISA,2003,National,science,8
NLD,TIMSS,2003,National,math,4
NLD,TIMSS,2003,National,math,8
NLD,TIMSS,2003,National,science,4
NLD,TIMSS,2003,National,science,8
NLD,PIRLS,2006,National,reading,4
NLD,PISA,2006,National,math,8
NLD,PISA,2006,National,reading,8
NLD,PISA,2006,National,science,8
NLD,TIMSS,2007,National,math,4
NLD,TIMSS,2007,National,science,4
NLD,PISA,2009,National,math,8
NLD,PISA,2009,National,reading,8
NLD,PISA,2009,National,science,8
NLD,PIRLS,2011,National,reading,4
NLD,TIMSS,2011,National,math,4
NLD,TIMSS,2011,National,science,4
NLD,PISA,2012,National,math,8
NLD,PISA,2012,National,reading,8
NLD,PISA,2012,National,science,8
NLD,PISA,2015,National,math,8
NLD,PISA,2015,National,reading,8
NLD,PISA,2015,National,science,8
NLD,TIMSS,2015,National,math,4
NLD,TIMSS,2015,National,science,4
NLD,PIRLS,2016,National,reading,4
NLD,PISA,2018,National,math,8
NLD,PISA,2018,National,reading,8
NLD,PISA,2018,National,science,8
NOR,PISA,2000,National,math,8
NOR,PISA,2000,National,reading,8
NOR,PISA,2000,National,science,8
NOR,PIRLS,2001,National,reading,4
NOR,PISA,2003,National,math,8
NOR,PISA,2003,National,reading,8
NOR,PISA,2003,National,science,8
NOR,TIMSS,2003,National,math,4
NOR,TIMSS,2003,National,math,8
NOR,TIMSS,2003,National,science,4
NOR,TIMSS,2003,National,science,8
NOR,PIRLS,2006,National,reading,4
NOR,PISA,2006,National,math,8
NOR,PISA,2006,National,reading,8
NOR,PISA,2006,National,science,8
NOR,TIMSS,2007,National,math,4
NOR,TIMSS,2007,National,math,8
NOR,TIMSS,2007,National,science,4
NOR,TIMSS,2007,National,science,8
NOR,PISA,2009,National,math,8
NOR,PISA,2009,National,reading,8
NOR,PISA,2009,National,science,8
NOR,PIRLS,2011,National,reading,4
NOR,TIMSS,2011,National,math,4
NOR,TIMSS,2011,National,math,8
NOR,TIMSS,2011,National,science,4
NOR,TIMSS,2011,National,science,8
NOR,PISA,2012,National,math,8
NOR,PISA,2012,National,reading,8
NOR,PISA,2012,National,science,8
NOR,PISA,2015,National,math,8
NOR,PISA,2015,National,reading,8
NOR,PISA,2015,National,science,8
NOR,TIMSS,2015,National,math,4
NOR,TIMSS,2015,National,math,8
NOR,TIMSS,2015,National,science,4
NOR,TIMSS,2015,National,science,8
NOR,PIRLS,2016,National,reading,4
NOR,PISA,2018,National,math,8
NOR,PISA,2018,National,reading,8
NOR,PISA,2018,National,science,8
NPL,MLA,2000,National,math,4
NPL,MLA,2000,National,reading,4
NPL,EGRA,2014,National,reading,2-4
NRU,PILNA,2018,National,reading,4
NZL,PISA,2000,National,math,8
NZL,PISA,2000,National,reading,8
NZL,PISA,2000,National,science,8
NZL,PIRLS,2001,National,reading,4
NZL,PISA,2003,National,math,8
NZL,PISA,2003,National,reading,8
NZL,PISA,2003,National,science,8
NZL,TIMSS,2003,National,math,4
NZL,TIMSS,2003,National,math,8
NZL,TIMSS,2003,National,science,4
NZL,TIMSS,2003,National,science,8
NZL,PIRLS,2006,National,reading,5
NZL,PISA,2006,National,math,8
NZL,PISA,2006,National,reading,8
NZL,PISA,2006,National,science,8
NZL,TIMSS,2007,National,math,4
NZL,TIMSS,2007,National,science,4
NZL,PISA,2009,National,math,8
NZL,PISA,2009,National,reading,8
NZL,PISA,2009,National,science,8
NZL,PIRLS,2011,National,reading,5
NZL,TIMSS,2011,National,math,5
NZL,TIMSS,2011,National,math,9
NZL,TIMSS,2011,National,science,5
NZL,TIMSS,2011,National,science,9
NZL,PISA,2012,National,math,8
NZL,PISA,2012,National,reading,8
NZL,PISA,2012,National,science,8
NZL,PISA,2015,National,math,8
NZL,PISA,2015,National,reading,8
NZL,PISA,2015,National,science,8
NZL,TIMSS,2015,National,math,5
NZL,TIMSS,2015,National,math,9
NZL,TIMSS,2015,National,science,5
NZL,TIMSS,2015,National,science,9
NZL,PIRLS,2016,National,reading,5
NZL,PISA,2018,National,math,8
NZL,PISA,2018,National,reading,8
NZL,PISA,2018,National,science,8
OMN,TIMSS,2007,National,math,8
OMN,TIMSS,2007,National,science,8
OMN,PIRLS,2011,National,reading,4
OMN,TIMSS,2011,National,math,4
OMN,TIMSS,2011,National,math,8
OMN,TIMSS,2011,National,science,4
OMN,TIMSS,2011,National,science,8
OMN,TIMSS,2015,National,math,4
OMN,TIMSS,2015,National,math,8
OMN,TIMSS,2015,National,science,4
OMN,TIMSS,2015,National,science,8
OMN,PIRLS,2016,National,reading,4
PAK,MLA,2000,National,math,4
PAK,MLA,2000,National,reading,4
PAK,EGRA,2013,Non National,reading,2-4
PAK,EGRA,2017,Non National,reading,2-4
PAN,LLECE,2006,National,math,3
PAN,LLECE,2006,National,math,6
PAN,LLECE,2006,National,reading,3
PAN,LLECE,2006,National,reading,6
PAN,LLECE,2006,National,science,6
PAN,PISA,2009,National,math,8
PAN,PISA,2009,National,reading,8
PAN,PISA,2009,National,science,8
PAN,LLECE,2013,National,math,3
PAN,LLECE,2013,National,math,6
PAN,LLECE,2013,National,reading,3
PAN,LLECE,2013,National,reading,6
PAN,LLECE,2013,National,science,6
PAN,PISA,2018,National,math,8
PAN,PISA,2018,National,reading,8
PAN,PISA,2018,National,science,8
PER,PISA,2000,National,math,8
PER,PISA,2000,National,reading,8
PER,PISA,2000,National,science,8
PER,LLECE,2006,National,math,3
PER,LLECE,2006,National,math,6
PER,LLECE,2006,National,reading,3
PER,LLECE,2006,National,reading,6
PER,LLECE,2006,National,science,6
PER,PISA,2009,National,math,8
PER,PISA,2009,National,reading,8
PER,PISA,2009,National,science,8
PER,PISA,2012,National,math,8
PER,PISA,2012,National,reading,8
PER,PISA,2012,National,science,8
PER,LLECE,2013,National,math,3
PER,LLECE,2013,National,math,6
PER,LLECE,2013,National,reading,3
PER,LLECE,2013,National,reading,6
PER,LLECE,2013,National,science,6
PER,PISA,2015,National,math,8
PER,PISA,2015,National,reading,8
PER,PISA,2015,National,science,8
PER,PISA,2018,National,math,8
PER,PISA,2018,National,reading,8
PER,PISA,2018,National,science,8
PHL,TIMSS,2003,National,math,4
PHL,TIMSS,2003,National,math,8
PHL,TIMSS,2003,National,science,4
PHL,TIMSS,2003,National,science,8
PHL,EGRA,2013,National,reading,2-4
PHL,PISA,2018,National,math,8
PHL,PISA,2018,National,reading,8
PHL,PISA,2018,National,science,8
PLW,PILNA,2015,National,reading,4
PLW,PILNA,2018,National,reading,4
PNG,EGRA,2011,Non National,reading,2-4
PNG,EGRA,2012,Non National,reading,2-4
PNG,EGRA,2013,Non National,reading,2-4
PNG,PILNA,2018,National,reading,4
POL,PISA,2000,National,math,8
POL,PISA,2000,National,reading,8
POL,PISA,2000,National,science,8
POL,PISA,2003,National,math,8
POL,PISA,2003,National,reading,8
POL,PISA,2003,National,science,8
POL,PIRLS,2006,National,reading,4
POL,PISA,2006,National,math,8
POL,PISA,2006,National,reading,8
POL,PISA,2006,National,science,8
POL,PISA,2009,National,math,8
POL,PISA,2009,National,reading,8
POL,PISA,2009,National,science,8
POL,PIRLS,2011,National,reading,4
POL,TIMSS,2011,National,math,4
POL,TIMSS,2011,National,science,4
POL,PISA,2012,National,math,8
POL,PISA,2012,National,reading,8
POL,PISA,2012,National,science,8
POL,PISA,2015,National,math,8
POL,PISA,2015,National,reading,8
POL,PISA,2015,National,science,8
POL,TIMSS,2015,National,math,4
POL,TIMSS,2015,National,science,4
POL,PIRLS,2016,National,reading,4
POL,PISA,2018,National,math,8
POL,PISA,2018,National,reading,8
POL,PISA,2018,National,science,8
PRT,PISA,2000,National,math,8
PRT,PISA,2000,National,reading,8
PRT,PISA,2000,National,science,8
PRT,PISA,2003,National,math,8
PRT,PISA,2003,National,reading,8
PRT,PISA,2003,National,science,8
PRT,PISA,2006,National,math,8
PRT,PISA,2006,National,reading,8
PRT,PISA,2006,National,science,8
PRT,PISA,2009,National,math,8
PRT,PISA,2009,National,reading,8
PRT,PISA,2009,National,science,8
PRT,PIRLS,2011,National,reading,4
PRT,TIMSS,2011,National,math,4
PRT,TIMSS,2011,National,science,4
PRT,PISA,2012,National,math,8
PRT,PISA,2012,National,reading,8
PRT,PISA,2012,National,science,8
PRT,PISA,2015,National,math,8
PRT,PISA,2015,National,reading,8
PRT,PISA,2015,National,science,8
PRT,TIMSS,2015,National,math,4
PRT,TIMSS,2015,National,science,4
PRT,PIRLS,2016,National,reading,4
PRT,PISA,2018,National,math,8
PRT,PISA,2018,National,reading,8
PRT,PISA,2018,National,science,8
PRY,LLECE,2006,National,math,3
PRY,LLECE,2006,National,math,6
PRY,LLECE,2006,National,reading,3
PRY,LLECE,2006,National,reading,6
PRY,LLECE,2006,National,science,6
PRY,LLECE,2013,National,math,3
PRY,LLECE,2013,National,math,6
PRY,LLECE,2013,National,reading,3
PRY,LLECE,2013,National,reading,6
PRY,LLECE,2013,National,science,6
PRY,PISA,2017,National,math,8
PRY,PISA,2017,National,reading,8
PRY,PISA,2017,National,science,8
